NEWID;AGE_REF;AGE2;BATHRMQ;BEDROOMQ;BLS_URBN;FAM_SIZE;INC_RANK;RENTEQVX;VEHQ
3757562;42;;2;2;1;3;0.1745281;;0
3757582;73;;1;1;1;2;0.2892849;;1
3757592;51;46;2;3;1;4;0.428243;1250;2
3757612;62;45;2;3;1;6;0.7216732;;4
3757622;47;49;1;3;1;3;0.8503677;;4
3757632;19;;;;1;1;0.1350749;;1
3757642;18;;;;1;1;0.1645897;;0
3757672;37;37;2;4;1;4;0.8706351;2011;2
3757702;50;;2;3;1;2;0.7572382;1700;1
3757712;64;;2;2;1;2;0.6826934;;1
3757732;72;;1;2;1;1;0.192838;;0
3757742;61;;1;3;2;1;0.8018339;2500;0
3757752;53;;3;5;1;4;0.7327586;;3
3757812;72;68;2;3;1;2;0.2414447;1280;2
3757832;62;58;2;4;1;2;0.7544412;2000;5
3757842;76;;1;3;1;1;0.4066795;550;3
3757882;21;;1;2;1;3;0.5870759;;0
3757902;32;30;3;4;1;4;0.8057017;2500;2
3757942;71;61;2;3;1;2;0.6074463;1400;5
3757972;58;;1;3;1;3;0.7652204;2800;0
3758032;40;50;1;4;2;3;0.5566716;607;3
3758062;43;;2;3;1;3;0.4044114;1600;2
3758072;25;28;1;2;1;2;0.8804133;;2
3758092;57;;2;3;1;1;0.2133759;2552;1
3758142;57;;1;2;1;2;0.5749233;;1
3758152;64;;1;1;1;1;0.1088995;;1
3758212;31;31;2;2;1;3;0.0758161;;1
3758232;37;;2;3;1;1;0.4701742;1350;2
3758242;49;;2;4;1;1;0.3042505;;1
3758262;80;80;2;3;1;3;0.1619435;1000;2
3758292;48;44;3;4;1;5;0.8864342;2000;2
3758302;35;34;2;3;1;2;0.5812862;1000;2
3758312;65;;1;1;1;1;0.1331333;;0
3758322;65;68;2;4;1;4;0.6954056;3000;3
3758332;41;;1;3;1;1;0.3363952;1000;3
3758342;34;34;1;2;1;2;0.9221579;1200;2
3758352;41;30;2;3;1;2;0.9050715;;2
3758362;52;;2;2;1;1;0.1641148;2000;1
3758372;59;60;4;4;1;4;0.1984634;6442;2
3758402;56;52;1;3;1;4;0.0756007;;3
3758412;49;49;4;5;1;4;0.8565013;2800;2
3758422;55;59;2;4;1;2;0.8979796;1500;3
3758452;69;68;2;3;1;2;0.645899;1200;1
3758462;35;45;1;4;2;4;0.3123311;;2
3758542;63;;2;4;1;1;0.2372952;2500;1
3758552;56;54;2;3;2;4;0.5151444;;2
3758562;70;72;2;3;2;3;0.6321841;800;5
3758582;64;;2;3;1;2;0.4151101;2153;2
3758602;36;58;1;3;1;3;0.7733838;700;2
3758612;30;30;2;3;1;6;0.5209971;;2
3758622;39;;2;2;1;1;0.8872251;;2
3758642;30;;2;3;1;2;0.7377054;1500;2
3758652;47;48;2;4;1;5;0.3970815;2000;3
3758672;59;;2;3;1;1;0.1749753;;1
3758732;78;;1;3;1;1;0.3111005;900;4
3758742;47;;;;1;1;0.0932134;;1
3758782;67;70;3;3;1;2;0.4642058;6442;5
3758792;63;;2;3;1;1;0.1504599;800;1
3758822;55;;2;3;1;1;0.6449192;;3
3758842;83;88;2;2;1;2;0.7244465;1000;0
3758852;61;60;3;4;1;2;0.638505;1200;3
3758872;42;39;2;3;1;5;0.9159001;2800;1
3758892;28;27;1;2;1;2;0.8396069;;2
3758912;62;;1;1;1;1;0.2539138;;1
3758922;55;50;2;3;2;2;0.5805589;1000;2
3758932;44;;2;3;1;2;0.8579841;1200;3
3758942;41;47;3;2;1;4;0.7112149;700;1
3758974;29;29;1;2;1;3;0.6635083;;2
3758982;38;47;2;3;1;5;0.7689366;900;3
3759022;61;64;1;3;1;3;0.4423718;2000;2
3759032;25;;1;2;1;1;0.2239792;;1
3759042;55;52;2;4;1;3;0.0950015;2000;4
3759082;52;47;2;4;1;4;0.7057561;1200;3
3759092;62;64;1;1;1;5;0.3113444;;0
3759102;59;64;2;4;1;2;0.9418262;2200;1
3759142;61;62;2;3;1;2;0.9909602;3354;3
3759162;46;40;3;5;1;5;0.8517154;1300;3
3759182;39;44;1;2;1;2;0.8053728;1000;2
3759192;58;59;1;2;1;2;0.0099923;;3
3759212;42;42;1;3;1;4;0.8167479;950;2
3759232;68;63;2;3;2;2;0.4802183;700;5
3759242;56;54;2;3;2;2;0.566053;500;6
3759262;26;;2;5;1;2;0.3367998;;2
3759292;61;;3;3;1;1;0.2640139;800;1
3759302;69;67;2;4;1;3;0.386123;1200;7
3759382;22;22;2;3;1;2;0.8701688;900;1
3759402;39;42;2;3;1;3;0.6551878;;2
3759412;33;33;1;3;1;5;0.9188638;2000;2
3759422;26;26;1;3;1;5;0.6748248;;2
3759482;60;;1;2;1;1;0.1994125;;0
3759502;47;;2;4;1;1;0.4446348;;1
3759572;47;56;2;3;1;3;0.655899;1400;2
3759592;45;44;3;3;1;4;0.0027048;2600;1
3759602;54;;1;3;1;2;0.3892211;;0
3759622;49;49;3;4;1;3;0.8915099;1400;1
3759652;35;35;2;3;1;5;0.8926005;;2
3759662;24;;1;1;1;1;0.5756459;;1
3759722;70;72;2;3;1;2;0.0455703;2500;1
3759732;57;61;2;4;1;3;0.8697866;2600;4
3759772;27;28;2;3;1;5;0.2653709;;1
3759792;43;;2;4;1;3;0.0742385;1600;2
3759802;82;;2;4;1;1;0.8729604;1200;2
3759832;63;;2;3;1;1;0.1783246;1200;0
3759852;47;52;2;3;1;5;0.6907578;;2
3759892;73;74;2;3;2;2;0.9514853;3000;1
3759902;34;;1;1;1;1;0.4351797;;1
3759912;70;70;2;4;1;3;0.5059054;1200;2
3759922;79;;2;3;1;1;0.2904366;2105;1
3759972;55;;2;2;1;2;0.5886728;;2
3760022;37;38;2;3;1;3;0.6762488;2000;2
3760032;52;54;3;4;1;2;0.493099;2000;4
3760062;30;30;2;3;1;3;0.8002001;1400;2
3760082;47;;1;2;1;2;0.1819184;;0
3760092;60;;1;2;1;1;0.1536557;;1
3760112;65;62;1;2;1;3;0.3490496;2500;2
3760122;83;;2;2;1;2;0.5993314;1200;1
3760132;22;21;2;4;1;4;0.821591;2000;3
3760152;54;;1;2;1;1;0.6801689;6442;2
3760182;35;;2;3;1;3;0.8518418;;3
3760192;35;40;2;3;1;3;0.6542366;2000;3
3760202;50;49;2;3;1;5;0.0032216;2952;0
3760222;69;;3;4;1;2;0.4685761;1693;1
3760252;74;74;3;4;1;2;0.1462025;1000;1
3760272;67;67;1;2;2;2;0.3693538;700;1
3760302;57;55;3;5;1;2;0.8776974;1500;3
3760312;45;47;3;4;1;4;0.8049848;2500;1
3760332;55;;1;1;1;1;0.1273061;;0
3760342;79;83;2;3;1;2;0.1454805;1183;2
3760412;58;51;2;3;1;2;0.0069937;1500;2
3760422;57;57;2;3;1;2;0.6863501;2000;2
3760432;69;65;1;4;2;3;0.6651686;750;2
3760472;23;;1;3;1;3;0.4520399;;4
3760482;78;82;2;3;2;2;0.4309197;1200;2
3760492;35;39;2;2;1;2;0.7254922;1000;2
3760522;68;67;2;4;1;2;0.3694528;1320;2
3760532;37;41;3;4;2;5;0.7760048;2100;3
3760542;29;;2;3;1;3;0.2529726;;1
3760552;58;;1;3;1;1;0.799128;1200;2
3760562;27;;1;3;1;2;0.4722524;1143;3
3760622;39;;1;3;2;3;0.3731078;400;1
3760642;62;67;1;3;1;3;0.3036432;1955;1
3760692;23;;2;3;1;3;0.2536397;;1
3760712;38;;1;1;1;1;0.6062375;;2
3760732;18;;;;1;1;0.0796519;;0
3760752;35;37;1;2;2;3;0.793239;400;2
3760772;28;;1;2;1;2;0.3330554;;2
3760782;69;68;1;4;1;2;0.6000436;;1
3760812;67;44;2;3;1;2;0.9496695;2500;2
3760842;47;47;3;6;1;4;0.9689083;3000;1
3760852;65;;2;3;1;2;0.4259332;2400;5
3760862;18;;;;1;1;0.0050551;;0
3760872;54;59;1;3;1;3;0.8837745;1250;11
3760892;60;;1;2;1;2;0.053125;800;0
3760922;25;;3;3;1;2;0.6901735;;0
3760982;57;59;2;3;1;2;0.0002695;1914;6
3760992;50;49;2;4;1;4;0.0175995;;2
3761012;74;75;2;2;1;2;0.4576786;900;4
3761082;68;69;2;3;1;2;0.2855859;2200;2
3761092;51;53;1;3;1;6;0.8739555;1100;3
3761102;74;76;1;3;1;3;0.4518208;575;2
3761122;62;;2;4;1;1;0.1630282;3700;1
3761142;73;;2;4;1;1;0.1210206;1450;1
3761152;51;;1;1;1;1;0.391619;;1
3761182;29;;2;3;1;2;0.816209;1900;1
3761192;24;;1;3;1;1;0.0782909;;0
3761232;60;53;3;4;1;2;0.9075874;3000;2
3761262;81;;2;2;2;1;0.293514;1000;2
3761272;47;55;2;3;1;3;0.6162804;;3
3761302;30;;3;3;1;1;0.3474117;6442;6
3761322;39;40;2;2;1;4;0.9375625;1500;2
3761332;57;57;1;3;1;2;0.3266385;800;4
3761344;77;80;3;3;1;2;0.9914957;6442;0
3761352;74;70;1;3;1;2;0.5681386;1800;1
3761382;68;77;2;4;1;2;0.6965176;2000;6
3761392;62;64;2;3;1;2;0.8614087;3000;5
3761422;68;;2;3;1;2;0.057251;3500;1
3761462;77;74;2;3;1;2;0.6334366;2000;2
3761522;56;;1;1;1;1;0.2208685;;1
3761532;65;;1;2;2;2;0.2617846;;0
3761562;48;;1;2;1;2;0.5197923;;1
3761582;69;67;1;4;1;3;0.5819362;1800;2
3761612;68;63;3;4;1;2;0.957476;6442;2
3761632;27;36;2;3;2;4;0.4589479;500;5
3761642;62;51;1;4;2;2;0.7276538;1700;8
3761712;25;;2;2;1;2;0.5979304;;2
3761742;43;43;3;5;2;5;0.8624287;800;4
3761762;29;27;2;3;1;3;0.031655;1200;3
3761772;44;;1;2;1;1;0.4456793;800;1
3761782;36;;1;1;1;1;0.6665466;;1
3761812;60;;1;1;1;1;0.5391451;;0
3761822;43;43;1;2;1;4;0.941469;6442;0
3761842;41;;2;3;1;2;0.103868;1000;2
3761862;41;41;2;3;2;5;0.4789766;450;2
3761893;48;44;2;4;2;4;0.8855478;2200;2
3761902;74;75;2;3;1;2;0.8080253;1800;2
3761922;28;;2;4;1;1;0.5572701;1500;2
3761952;22;;2;4;1;1;0.5589568;;2
3761972;70;70;2;3;1;2;0.4798881;2900;3
3761982;64;63;2;4;1;2;0.1830001;1200;2
3762023;22;;2;2;1;1;0.020252;;1
3762032;34;;1;1;1;1;0.6608366;;1
3762042;44;46;1;4;1;6;0.5516619;2000;7
3762052;73;74;1;3;1;4;0.440906;800;2
3762082;27;;2;4;1;2;0.0940162;;0
3762112;49;43;2;4;2;4;0.9780483;2200;3
3762132;66;;2;3;1;1;0.3260138;1;1
3762142;58;;2;4;1;4;0.3292975;800;1
3762152;36;;1;1;1;1;0.1789712;;0
3762192;73;73;1;2;1;2;0.1470152;800;1
3762212;53;;2;3;1;3;0.9798429;1200;2
3762232;60;;1;3;1;1;0.6248397;650;1
3762242;88;;1;0;1;2;0.2039646;;1
3762272;72;76;2;3;1;2;0.3472874;800;0
3762322;23;;1;2;1;2;0.0253377;;0
3762352;69;;1;3;2;1;0.2524528;600;1
3762372;61;56;1;3;1;2;0.8654116;1300;2
3762382;41;40;2;3;1;4;0.9692587;;3
3762392;45;;1;3;1;3;0.1866131;;0
3762402;24;;2;2;1;1;0.5558232;;1
3762422;34;;2;4;1;6;0.8570718;1327;1
3762452;23;;1;3;1;2;0.6740775;;3
3762504;23;;1;3;1;1;0.465948;;0
3762512;45;45;2;4;1;4;0.9925721;3500;3
3762522;41;42;2;4;1;6;0.7131571;2500;4
3762542;63;61;3;3;2;2;0.8090448;2000;2
3762552;61;57;1;3;1;2;0.9413041;1200;8
3762572;42;39;3;4;1;4;0.8620232;;1
3762622;65;66;2;4;1;2;0.9386911;2500;2
3762642;50;;1;3;1;2;0.2717029;;1
3762652;49;48;2;5;1;5;0.807824;1200;4
3762712;44;49;3;4;1;5;0.0661627;;4
3762722;44;;2;3;1;4;0.4079388;;2
3762822;58;;2;3;2;1;0.5839958;800;2
3762832;52;58;1;3;1;3;0.9593116;1500;4
3762852;28;;2;3;1;4;0.8927851;1600;1
3762872;50;;2;4;1;1;0.976277;2200;1
3762882;31;34;2;4;1;2;0.9192168;2000;3
3762892;45;;2;2;1;1;0.9042908;6442;1
3762922;25;;1;1;1;2;0.6241239;;2
3762952;52;;2;3;1;1;0.5945249;;2
3762972;66;73;2;3;1;2;0.366753;3000;2
3762982;68;69;2;2;1;2;0.6769059;1550;1
3763002;64;60;1;2;1;2;0.3497318;900;1
3763022;42;;1;2;1;3;0.4101611;;1
3763042;35;;2;4;1;1;0.6573488;1200;1
3763072;67;;2;3;1;1;0.3567744;1500;1
3763102;43;43;3;5;1;3;0.9071867;3500;3
3763112;78;;1;2;1;1;0.1666428;;1
3763122;39;;1;3;1;1;0.5781965;1500;0
3763142;56;56;4;6;1;3;0.9722776;4000;10
3763152;58;57;2;3;1;9;0.7449853;1600;6
3763182;88;;1;1;1;1;0.5745502;;0
3763212;69;;1;1;2;1;0.2742136;;0
3763222;33;35;3;4;1;6;0.9212997;3000;3
3763234;24;;1;3;1;1;0.4653166;;0
3763242;50;;1;3;1;5;0.1624897;;0
3763272;63;60;2;3;1;3;0.0625115;1199;2
3763302;60;;1;1;1;1;0.2267033;;1
3763312;60;;2;2;1;1;0.3403461;;1
3763322;68;;3;3;1;2;0.2671605;1922;2
3763332;25;;2;2;1;1;0.4692918;;1
3763354;27;26;2;2;1;2;0.8477406;;3
3763362;82;;1;1;1;1;0.2226251;;1
3763372;57;;1;1;1;1;0.2268207;;0
3763392;36;;2;4;1;2;0.7686892;1300;3
3763422;62;;1;3;1;2;0.0433631;;2
3763432;88;88;1;3;1;2;0.4261105;1000;1
3763444;23;;1;3;1;1;0.4654715;;0
3763452;25;35;2;3;1;6;0.7986983;1500;2
3763462;40;;2;2;1;1;0.4547209;;0
3763483;66;69;3;3;1;2;0.8598141;2000;2
3763522;45;55;3;4;1;4;0.8844885;3500;2
3763532;54;;1;1;2;1;0.1515393;;2
3763542;39;35;2;2;1;3;0.6718723;;2
3763562;66;65;2;3;1;2;0.3839515;1000;6
3763572;38;39;2;3;1;3;0.9010216;3000;1
3763582;60;;2;3;1;1;0.6942274;;1
3763592;29;;1;2;1;2;0.783719;;4
3763602;60;;2;3;1;3;0.3102761;650;1
3763612;22;;1;2;1;4;0.0668731;;0
3763622;61;62;2;3;1;3;0.9655101;800;3
3763632;22;;1;2;1;1;0.0440479;;0
3763652;83;;2;2;1;1;0.2118823;;0
3763662;78;41;;;1;4;0.1228655;2158;0
3763692;75;;1;3;1;1;0.5046352;;1
3763702;61;59;1;3;1;2;0.7669222;1000;5
3763712;56;;1;1;1;1;0.7147399;;1
3763722;49;;1;2;1;2;0.1799776;;0
3763752;67;;2;3;1;2;0.2206962;500;1
3763782;27;;1;3;1;3;0.1868778;;0
3763802;88;88;3;4;1;2;0.3854962;1200;4
3763822;75;71;1;2;1;3;0.3136505;600;1
3763832;48;49;3;4;1;2;0.9348904;2000;4
3763842;32;;1;1;1;2;0.0611163;2500;1
3763852;37;;1;1;1;1;0.729398;;0
3763862;39;;3;3;1;2;0.9866304;;2
3763932;21;;2;2;1;2;0.6303104;600;2
3763952;83;81;2;3;1;2;0.5243636;700;1
3763972;32;;1;1;1;1;0.7552627;;0
3763982;35;34;2;3;1;5;0.8342732;950;3
3763992;24;26;1;4;2;6;0.4554442;;2
3764012;22;22;1;1;1;2;0.4159274;;2
3764042;64;67;2;4;1;2;0.4774814;2500;2
3764052;33;;2;2;1;2;0.256012;;3
3764072;26;32;2;3;1;2;0.8874911;1244;9
3764112;80;78;3;3;1;2;0.1274999;3000;1
3764122;38;40;2;4;1;6;0.437885;;2
3764152;39;39;2;4;1;2;0.0814144;2113;2
3764192;46;34;2;3;1;4;0.8143232;;3
3764202;55;48;2;3;1;5;0.9106141;2000;5
3764212;45;;2;3;1;3;0.5137687;;1
3764242;63;;1;2;1;1;0.1828158;;1
3764262;30;29;1;2;1;4;0.9263349;3000;1
3764282;37;;2;5;1;3;0.7012623;1100;2
3764292;47;40;2;4;1;3;0.7461237;1100;0
3764302;68;;2;3;1;1;0.5044014;1600;1
3764332;53;;1;2;1;1;0.1340824;;0
3764352;27;36;1;3;1;5;0.5053216;900;1
3764402;73;;2;3;1;1;0.1560612;2600;1
3764412;66;;1;4;1;1;0.7037027;2701;0
3764422;24;23;2;3;1;3;0.7017037;;2
3764432;42;44;3;4;1;5;0.8724635;2600;2
3764482;63;;1;2;1;1;0.7981413;2000;0
3764492;52;48;2;4;1;5;0.9500792;2700;1
3764502;66;63;3;4;1;2;0.5353016;2000;2
3764514;42;;2;3;1;3;0.4655975;;2
3764522;60;;1;1;1;1;0.5766487;675;2
3764532;49;51;3;4;1;3;0.9671895;1900;1
3764592;27;;2;3;1;4;0.1420576;;1
3764602;72;74;1;4;1;3;0.5204689;900;0
3764642;52;;1;3;1;2;0.5479057;450;2
3764652;53;;1;1;1;1;0.3727857;;1
3764662;55;;2;2;1;2;0.9157619;;2
3764672;33;43;2;3;1;4;0.8992084;1600;2
3764682;66;;1;0;1;1;0.1891048;;0
3764692;57;55;2;3;1;2;0.3335529;400;2
3764702;70;;1;1;1;1;0.1964857;;0
3764712;69;66;2;4;1;3;0.8775777;1400;4
3764732;52;52;2;4;1;2;0.9637549;1200;4
3764742;63;;1;4;1;1;0.4614369;700;0
3764752;72;;3;4;1;2;0.8537216;1225;4
3764782;53;48;2;4;1;2;0.8192121;2442;2
3764792;43;33;3;6;1;6;0.7386411;2500;2
3764822;62;;2;4;1;2;0.2682741;1558;4
3764852;75;72;2;2;1;2;0.1488358;1800;1
3764872;27;;1;2;1;4;0.5063121;;3
3764892;40;37;2;3;1;2;0.2679462;;0
3764932;80;;1;3;1;1;0.2865684;800;1
3764942;88;;3;2;1;1;0.2381471;1200;1
3764952;56;58;1;2;1;3;0.8782898;1200;0
3764972;30;27;2;2;1;4;0.6590557;;2
3764982;88;;1;2;1;1;0.1094559;;1
3764992;23;;1;2;1;2;0.3532115;;1
3765022;53;;1;2;1;1;0.1906936;350;0
3765032;58;;2;1;2;1;0.039107;;2
3765052;47;;1;3;1;1;0.0377781;;2
3765064;47;33;2;4;1;2;0.9907954;2700;5
3765072;88;88;2;2;1;2;0.412068;;1
3765082;44;58;2;3;1;4;0.8587275;;1
3765112;70;71;2;3;1;2;0.4962115;2303;1
3765142;71;79;1;3;1;2;0.8204136;3000;3
3765152;25;;1;1;1;1;0.4115326;;0
3765162;52;;2;3;1;2;0.3960885;;1
3765182;33;;1;2;1;3;0.2216635;;1
3765192;74;73;2;2;1;2;0.2069404;1012;5
3765222;34;48;2;2;1;2;0.5175535;;2
3765232;63;;1;3;1;1;0.2587603;1358;2
3765252;42;45;3;4;1;5;0.9558543;3500;4
3765262;57;57;2;3;1;3;0.6049444;2400;4
3765272;75;;1;1;1;1;0.1167527;;1
3765292;79;;2;3;1;1;0.2633442;1000;3
3765342;36;;1;3;1;1;0.2222009;;2
3765372;65;62;2;3;1;3;0.3719701;1500;5
3765402;56;58;1;1;1;2;0.1042997;;4
3765422;26;;1;1;1;1;0.4340544;;1
3765442;77;;1;1;2;1;0.3827304;;1
3765452;20;;2;3;1;4;0.4002895;;2
3765482;48;;1;2;1;1;0.5780111;700;1
3765532;27;;2;2;1;1;0.2442945;;0
3765562;23;;1;2;1;3;0.165232;;1
3765572;65;62;2;3;1;2;0.2582708;2500;4
3765612;33;;1;2;1;1;0.0712212;;1
3765622;47;43;2;4;1;3;0.9668198;2000;3
3765632;63;62;2;4;1;4;0.9046079;3000;3
3765662;51;50;3;4;1;2;0.9639169;2000;3
3765672;80;73;1;3;2;2;0.6153777;800;9
3765722;45;45;2;5;1;6;0.6553306;700;3
3765732;61;54;2;3;1;2;0.8808238;1500;4
3765782;32;;1;3;1;1;0.5706389;2000;1
3765812;56;59;5;6;1;3;0.8994558;1600;3
3765912;44;41;2;3;2;4;0.5943751;;2
3765922;23;25;2;2;1;2;0.727071;;2
3765942;35;;1;2;1;1;0.2450998;;0
3765952;50;45;1;3;1;4;0.8636157;900;2
3765962;70;;2;2;1;1;0.2600595;1200;0
3765992;57;48;1;3;1;2;0.7793745;;2
3766032;71;;2;3;1;1;0.3016361;1100;1
3766042;65;75;1;3;1;2;0.1482624;682;3
3766052;32;;1;2;1;2;0.5467698;1000;2
3766062;36;38;2;2;1;4;0.0365371;;1
3776132;51;;1;4;1;6;0.5051133;450;3
3776142;70;75;2;3;1;2;0.5360682;1400;2
3776152;70;69;2;4;1;2;0.7675217;3500;1
3776212;39;34;1;3;1;7;0.700398;2500;2
3776252;41;;1;2;1;1;0.3535003;700;2
3776262;31;;2;3;1;1;0.9749175;2000;1
3776282;74;;1;2;1;1;0.2533194;912;1
3776292;68;;3;3;1;1;0.5395587;;0
3776312;41;40;1;2;1;2;0.8489078;1200;0
3776332;58;58;2;3;1;2;0.5013501;1600;2
3776342;61;56;1;3;1;4;0.7737348;2500;6
3776354;40;;1;2;1;1;0.5351209;;1
3776362;56;58;5;4;1;2;0.9720786;3500;2
3776382;19;;;;1;1;0.0976048;;0
3776392;64;;1;1;1;1;0.0989532;;2
3776412;88;67;2;3;1;2;0.4837123;2784;1
3776432;34;41;1;3;1;4;0.4531162;600;1
3776452;35;38;2;3;1;5;0.7102919;1000;2
3776482;36;34;1;3;1;2;0.67279;1200;3
3776492;59;;1;2;1;1;0.3408215;1400;0
3776502;35;;1;2;2;2;0.2666381;;2
3776512;58;53;1;2;1;2;0.2740065;;1
3776532;45;50;2;5;1;5;0.7915374;2087;4
3776542;39;;2;3;1;1;0.3276764;;0
3776552;81;88;2;3;1;2;0.6349523;;1
3776602;55;57;3;5;1;5;0.8104433;1852;4
3776612;52;;2;3;1;1;0.7185128;1200;1
3776632;45;;1;1;1;1;0.6544418;;0
3776642;64;62;2;4;1;2;0.9025685;2500;2
3776652;22;;2;2;1;1;0.0308801;;0
3776662;80;70;2;3;2;2;0.1466026;600;2
3776672;62;60;2;4;1;5;0.7207596;1500;7
3776692;61;;2;3;1;1;0.1330408;2000;1
3776702;88;;2;2;1;1;0.2965621;;2
3776722;40;;1;2;1;1;0.6927778;1600;1
3776732;65;;1;3;1;1;0.0359519;;1
3776742;64;;2;3;1;1;0.0941962;3500;2
3776752;46;;1;2;1;1;0.2774644;;1
3776772;51;58;1;2;1;2;0.6014197;1000;2
3776792;88;76;2;2;1;2;0.3933117;2500;2
3776832;62;62;2;3;1;2;0.0525361;1200;2
3776872;83;76;2;2;1;2;0.8040494;3000;2
3776882;40;;1;3;1;7;0.8998005;1500;6
3776892;55;49;2;4;1;5;0.8318969;;2
3776912;72;;1;2;1;2;0.582949;;2
3776932;48;48;5;6;1;6;0.973045;6442;2
3776972;76;;2;2;1;2;0.2718567;700;0
3777012;22;;1;2;1;3;0.2362158;;1
3777042;66;60;1;1;1;2;0.5649456;;3
3777052;73;76;2;2;1;2;0.2726925;1642;1
3777092;46;;1;2;1;3;0.8247367;;2
3777112;50;47;2;3;1;3;0.0103581;3000;3
3777122;34;35;3;4;1;4;0.7941682;1900;4
3777162;75;80;2;2;1;2;0.1479161;700;2
3777182;65;;1;2;1;1;0.229082;;1
3777192;68;60;2;4;1;2;0.319119;1451;2
3777222;59;43;2;4;1;4;0.9980332;1500;3
3777232;70;;1;4;1;2;0.6229476;1317;2
3777262;36;;2;2;1;2;0.1398156;1800;1
3777272;50;46;1;2;1;2;0.4748799;900;2
3777282;61;59;2;4;1;2;0.894488;2000;1
3777322;68;67;4;4;1;2;0.4273152;6442;2
3777332;71;57;2;2;1;2;0.9446062;1885;0
3777342;57;;1;3;1;3;0.487691;1800;1
3777352;51;54;1;3;1;3;0.0290154;1315;3
3777362;88;;1;1;1;1;0.0200023;;0
3777382;49;51;2;4;2;3;0.1283773;1700;3
3777412;71;;1;1;1;1;0.0075409;;0
3777472;42;43;1;3;1;8;0.6057316;1000;4
3777482;53;54;1;3;1;4;0.8330417;1300;4
3777502;47;;1;3;1;2;0.6196828;700;0
3777552;33;36;2;3;1;4;0.7422888;;0
3777582;33;34;1;3;1;4;0.4219042;800;1
3777602;41;;1;1;1;1;0.9317099;;2
3777612;88;83;2;3;1;3;0.6852451;1086;3
3777622;88;;1;1;1;1;0.2029761;;0
3777632;80;;2;3;1;2;0.1852793;1421;0
3777642;52;52;2;2;1;2;0.8048736;1700;2
3777672;65;66;1;3;1;2;0.8075059;2000;3
3777772;65;62;1;1;1;2;0.9862891;;0
3777792;57;;1;1;1;1;0.015044;1268;1
3777802;26;36;3;3;1;6;0.7113553;;2
3777812;58;;1;3;1;1;0.1075594;800;3
3777832;29;36;3;4;1;3;0.8257343;2100;2
3777842;39;;1;3;1;1;0.4366938;800;1
3777852;32;35;2;3;1;5;0.7339977;700;2
3777872;31;;2;3;1;5;0.3520566;;0
3777882;55;;2;3;1;1;0.8612314;2197;2
3777892;88;;1;3;1;1;0.2363543;500;1
3777932;68;;1;1;1;1;0.116333;;0
3777962;67;66;1;4;1;3;0.8274288;1500;4
3777982;88;;1;3;1;1;0.2922403;300;4
3777992;69;73;2;3;1;2;0.8017538;1100;2
3778012;40;40;2;4;1;4;0.8641941;;2
3778042;29;;1;3;1;2;0.8592825;1200;1
3778092;33;;1;2;1;1;0.5103784;800;1
3778102;53;51;1;4;1;2;0.0837889;6442;2
3778142;34;36;2;3;1;3;0.7926424;;1
3778162;88;;1;1;1;1;0.0603656;645;0
3778172;24;;1;1;1;2;0.1897284;;1
3778242;61;;2;3;1;1;0.2857238;600;3
3778254;26;27;1;1;1;2;0.7426396;;2
3778262;53;53;2;4;1;4;0.1753484;2000;3
3778273;25;35;2;2;1;2;0.5623528;;2
3778292;32;;2;3;1;2;0.7263714;;1
3778312;66;;1;2;1;1;0.3868306;;0
3778322;56;;1;3;1;3;0.1127186;1200;0
3778332;60;60;1;3;2;2;0.8618761;1200;3
3778362;34;;1;2;1;2;0.6711121;;2
3778392;45;;1;3;1;1;0.3511147;1200;2
3778422;63;57;2;3;1;2;0.02785;6442;2
3778482;77;72;2;3;1;3;0.2054815;;2
3778512;64;62;2;4;1;3;0.8234241;1100;1
3778522;60;;1;2;1;1;0.4088663;;1
3778532;38;42;2;4;1;2;0.9346352;1200;1
3778542;41;40;2;3;1;4;0.7751604;1800;3
3778572;27;28;2;2;2;4;0.5578007;850;1
3778602;24;25;1;1;1;2;0.6227898;;2
3778632;57;49;2;4;1;4;0.7732751;1750;2
3778642;63;;1;1;1;1;0.1983441;;0
3778652;57;55;2;4;1;2;0.8790312;2000;2
3778662;43;44;3;3;2;4;0.8328486;800;5
3778672;53;49;2;2;1;2;0.0255783;;2
3778682;68;48;2;3;1;4;0.8652445;1982;1
3778692;65;64;2;3;1;3;0.5737476;550;2
3778712;54;;2;3;1;1;0.107648;800;1
3778722;71;;2;3;1;5;0.1848137;2053;1
3778732;34;31;2;4;1;3;0.9987996;3097;0
3778742;69;68;1;1;2;2;0.1668336;1200;2
3778752;67;71;2;2;1;2;0.5146272;1200;0
3778772;45;45;2;4;1;4;0.9400551;2500;2
3778782;57;71;1;2;1;2;0.3940561;1500;3
3778822;36;34;1;1;1;2;0.8596252;;2
3778852;68;71;3;4;1;2;0.886183;2700;2
3778872;79;88;2;3;1;2;0.0656108;4000;2
3778922;58;;2;2;1;1;0.0704842;1400;2
3778942;66;69;3;4;1;2;0.6030216;2883;2
3778952;60;52;2;4;1;2;0.615064;1200;3
3778962;51;;1;1;1;1;0.1253271;;0
3778992;70;71;2;3;1;2;0.4413647;1200;1
3779022;56;53;2;4;1;3;0.7442281;1000;4
3779062;23;;1;1;1;1;0.079177;;0
3779072;32;26;2;5;1;5;0.8610486;2200;2
3779082;36;35;3;3;1;4;0.9879473;2800;2
3779142;60;60;1;3;1;2;0.1146747;2000;3
