NEWID;AGE_REF;AGE2;BATHRMQ;BEDROOMQ;BLS_URBN;FAM_SIZE;INC_RANK;RENTEQVX;VEHQ
3842171;64;;2;4;1;4;0.0579808;1483;1
3842203;68;65;3;6;1;2;0.1563936;1300;2
3842221;55;45;2;2;2;2;0.5133282;650;1
3842241;53;52;4;3;1;3;0.9969282;2000;4
3842271;71;63;2;3;1;3;0.6746784;1200;3
3842281;45;37;1;3;1;4;0.6950403;1500;2
3842311;62;69;1;2;2;2;0.0108766;1573;2
3842331;66;;2;5;1;1;0.0985932;2500;2
3842341;70;;2;2;1;1;0.73591;1500;0
3842361;41;;1;2;2;1;0.7198882;1000;2
3842371;56;;1;1;1;1;0.1023888;;1
3842381;72;72;3;3;1;2;0.6717143;1200;2
3842391;82;74;2;3;2;2;0.358072;400;2
3842401;72;;1;2;1;1;0.7709185;1200;1
3842411;70;;2;4;1;1;0.2410775;2000;1
3842441;88;88;2;3;1;2;0.3858429;1500;1
3842481;41;43;2;4;1;4;0.982023;1800;2
3842494;23;;1;1;1;1;0.404198;;1
3842534;49;;;;1;2;0.353348;;1
3842541;79;;2;3;1;1;0.6969917;2500;1
3842553;34;;1;4;1;4;0.332561;;1
3842561;66;47;2;3;1;2;0.5244919;1500;3
3842591;25;26;2;3;1;4;0.4526983;;2
3842611;39;;2;2;1;2;0.8004392;;1
3842621;55;;1;3;1;1;0.4497554;900;3
3842631;70;;2;3;1;1;0.1572117;700;2
3842711;27;21;2;3;1;4;0.6071514;;1
3842721;52;51;2;3;1;3;0.7087183;500;2
3842761;69;69;3;3;1;2;0.14501;2430;2
3842771;44;46;1;4;1;3;0.8404404;1206;3
3842793;36;;2;3;1;3;0.3274967;;1
3842831;26;27;2;4;1;2;0.4171366;900;2
3842841;64;55;2;3;1;2;0.5224408;1400;3
3842851;37;45;2;4;1;5;0.7437575;;2
3842871;58;;4;5;1;4;0.6188679;3000;0
3842881;58;;2;4;1;2;0.8120639;1400;2
3842891;58;36;1;1;1;2;0.5350165;;1
3842921;48;46;2;3;1;4;0.4168946;1073;3
3842941;72;;1;2;1;1;0.3692723;1100;4
3842971;60;52;2;3;1;2;0.7122895;1200;2
3842981;65;68;1;2;1;2;0.1979197;;1
3842991;68;;1;3;2;4;0.8291045;1000;1
3843001;51;54;2;3;1;3;0.7093928;3000;1
3843011;48;;2;3;1;2;0.4901663;1000;1
3843074;26;;1;2;1;2;0.4732828;;2
3843081;82;;3;5;1;1;0.8952669;6442;1
3843121;69;70;3;3;1;2;0.632771;1500;2
3843171;35;36;2;2;1;5;0.4893612;500;2
3843191;37;35;2;3;1;3;0.9370992;2500;1
3843201;71;;3;4;1;1;0.2906077;2726;2
3843211;48;45;2;3;2;3;0.5177736;400;3
3843241;62;71;1;2;1;2;0.7009424;1387;2
3843261;43;40;1;3;1;4;0.653292;1000;3
3843271;55;55;1;2;1;5;0.3177384;;0
3843284;25;;3;3;1;2;0.6658928;;4
3843291;64;61;2;3;1;2;0.02453;1552;3
3843321;61;61;2;3;1;3;0.8085407;1421;3
3843351;25;;1;1;1;1;0.6159655;;1
3843371;31;31;3;5;1;3;0.9361727;2500;2
3843391;53;46;1;3;1;2;0.0138153;1576;3
3843441;55;55;2;3;1;3;0.8260907;1500;3
3843471;88;;1;3;1;1;0.354027;800;2
3843481;33;31;2;2;2;5;0.7467966;450;3
3843501;88;;2;4;1;1;0.116602;3000;1
3843521;59;;1;2;2;2;0.3462922;;1
3843531;64;;1;1;1;1;0.7968153;;1
3843541;18;;;;2;1;0.1320901;;0
3843561;54;;1;1;1;2;0.1062554;300;1
3843591;74;;2;5;1;2;0.4823444;900;3
3843601;34;;2;5;1;9;0.8777313;2200;2
3843621;32;;1;1;1;2;0.4885068;;2
3843631;57;;1;1;1;1;0.6010912;1200;2
3843641;46;45;3;5;1;3;0.8916162;2000;3
3843681;75;67;2;2;1;2;0.0428729;;1
3843721;33;;1;2;1;1;0.1151168;;1
3843731;64;;2;2;1;1;0.7982354;;0
3843741;47;47;2;2;1;2;0.9240199;800;3
3843751;68;72;1;3;1;2;0.1487009;1100;0
3843811;70;;1;3;2;2;0.2289322;617;1
3843822;21;;1;2;1;1;0.1690112;;1
3843851;51;;1;2;2;1;0.265611;;1
3843861;41;40;2;4;1;4;0.080519;2000;2
3843891;69;67;4;5;1;2;0.9967135;1500;2
3843901;35;;2;4;1;2;0.8694392;500;3
3843911;56;53;2;4;1;4;0.9285509;1500;4
3843921;81;;2;3;1;1;0.1989771;1121;2
3843931;63;62;1;3;1;2;0.6510014;1300;2
3843991;70;65;3;3;1;2;0.2769607;2000;2
3844021;60;;1;4;1;1;0.4145303;1200;1
3844031;39;30;3;4;1;3;0.4848207;2000;1
3844061;65;;1;2;2;1;0.2886383;693;1
3844071;54;53;2;4;1;2;0.9111495;800;4
3844081;88;;1;2;1;1;0.5048412;1922;1
3844101;48;;1;2;1;1;0.5473243;1450;2
3844121;58;;2;3;1;1;0.1136609;;2
3844131;57;57;2;4;1;5;0.8984824;1600;3
3844141;32;32;2;3;1;2;0.8169101;;3
3844161;57;;2;3;1;1;0.6616929;1295;0
3844181;49;51;3;5;1;3;0.9522367;1400;6
3844192;25;;2;2;1;1;0.1295355;;0
3844201;56;;1;3;1;1;0.0851139;1465;0
3844221;33;;1;1;1;1;0.542474;;1
3844241;77;;2;2;1;1;0.3659876;2000;2
3844261;43;36;1;1;1;6;0.183343;;2
3844281;54;53;2;4;1;2;0.3495534;1600;2
3844341;40;44;3;3;1;4;0.6812663;1500;2
3844381;42;41;3;4;1;4;0.9794184;3800;2
3844391;37;;1;3;1;1;0.1499358;;0
3844403;25;;2;2;1;1;0.617969;;1
3844411;65;59;3;4;1;2;0.5073808;2600;2
3844421;47;;1;3;1;2;0.3747219;;0
3844441;44;45;2;4;1;4;0.1292143;2185;0
3844481;47;;2;5;1;4;0.7701964;1200;2
3844491;88;;1;1;1;1;0.2434773;;0
3844521;59;50;2;3;1;4;0.7490172;650;4
3844531;42;42;4;4;1;4;0.7963242;6442;1
3844561;60;55;2;2;1;2;0.5507042;;1
3844571;21;;1;2;1;1;0.2998185;;1
3844581;34;35;1;3;1;5;0.476659;850;0
3844591;65;;1;1;1;1;0.5840905;;0
3844601;50;53;2;3;1;3;0.9463595;3211;3
3844611;54;47;2;4;1;5;0.0014338;1566;0
3844634;19;;1;2;1;2;0.5665902;;2
3844641;67;65;2;4;1;2;0.8411316;2261;2
3844671;62;;2;4;1;2;0.4184205;1600;2
3844681;57;57;2;3;1;2;0.7529919;1000;3
3844691;37;37;2;3;1;4;0.7440569;2000;2
3844701;54;53;2;4;1;2;0.849646;1500;3
3844734;28;;2;3;1;1;0.2244298;;1
3844751;82;;5;4;1;1;0.6749564;6442;1
3844801;26;24;1;2;1;2;0.758128;;2
3844891;68;;2;2;2;2;0.3589595;500;2
3844921;51;;2;3;1;3;0.5398964;4000;2
3844931;34;;1;2;1;2;0.3058971;;0
3844961;57;56;1;1;1;2;0.7274523;;0
3844971;27;;2;3;1;2;0.2110636;750;1
3844991;49;;1;1;2;1;0.2318376;600;0
3845001;32;;1;2;1;2;0.1110597;400;2
3845011;76;;1;1;1;1;0.2030859;;1
3845021;29;27;1;3;1;4;0.7211074;;3
3845031;38;;3;3;1;2;0.0828924;;2
3845051;38;;1;3;1;1;0.8689415;;1
3845121;37;37;2;4;1;6;0.6941232;1000;2
3845161;33;;3;3;1;1;0.599622;;1
3845171;88;;2;2;1;1;0.237915;;0
3845201;75;73;1;2;1;2;0.5413352;700;4
3845211;41;37;2;3;1;4;0.5124941;1600;1
3845231;59;58;1;3;2;3;0.0145443;1200;2
3845251;88;76;3;5;1;2;0.7069152;2000;2
3845261;31;29;3;4;1;3;0.7853586;1400;2
3845271;78;;1;2;2;2;0.5679337;1500;5
3845331;73;;2;3;1;1;0.3208272;3000;1
3845341;60;55;4;4;1;2;0.9432777;4000;2
3845381;35;54;2;3;1;4;0.5016686;1000;2
3845401;65;70;2;5;1;2;0.9208044;6442;2
3845411;26;;2;3;1;3;0.2609361;;0
3845421;33;35;1;2;1;5;0.2783949;;2
3845431;20;;1;2;1;2;0.0317684;;1
3845441;26;;1;2;1;2;0.9116925;;2
3845451;47;53;4;4;1;4;0.0432004;2273;2
3845461;54;58;1;1;1;2;0.1768581;;1
3845481;69;67;2;3;1;2;0.7248063;2500;2
3845491;30;;1;0;1;1;0.7916845;;0
3845501;55;53;3;4;1;3;0.963597;2300;4
3845511;45;42;2;3;1;7;0.0699532;1602;0
3845531;30;32;2;3;1;3;0.9257109;1362;1
3845551;52;;2;3;1;1;0.1763933;1200;1
3845561;57;;1;1;1;1;0.0498554;2000;1
3845571;50;51;2;3;1;2;0.875994;;3
3845581;73;;1;1;1;1;0.2286536;;0
3845641;32;;2;2;1;1;0.5965841;;1
3845651;58;62;2;3;1;2;0.9318381;3000;2
3845661;58;;1;2;1;1;0.3552061;;4
3845671;68;;1;3;1;1;0.2392925;400;1
3845711;62;70;1;2;1;3;0.8866868;1200;3
3845721;35;33;3;5;1;6;0.7722316;1300;1
3845731;53;53;2;3;1;2;0.7931003;1000;8
3845751;71;;1;1;1;1;0.0553043;;1
3845771;64;;1;2;1;1;0.2499724;500;1
3845801;76;;1;1;1;1;0.0886038;;0
3845821;24;;1;1;1;1;0.4193738;;1
3845831;40;42;1;2;1;3;0.8647686;;1
3845841;44;42;3;5;1;2;0.7095314;2200;2
3845861;31;;1;4;1;4;0.1707325;;1
3845901;39;40;2;3;1;4;0.6475974;;4
3845911;76;;1;2;1;1;0.2272078;;0
3845931;61;;2;3;1;1;0.3421433;500;1
3845941;42;65;2;4;1;6;0.896318;1400;5
3845951;67;;1;0;1;1;0.2089431;;0
3845971;40;40;1;2;1;3;0.7233304;;1
3845991;70;;1;1;1;1;0.6644848;;0
3846021;67;68;1;3;1;3;0.5538197;1200;2
3846041;21;;1;1;1;2;0.5742766;;0
3846051;71;50;1;2;1;2;0.6646564;;5
3846092;22;;;;1;1;0.0485403;;1
3846101;68;60;1;2;1;5;0.1703759;800;1
3846121;54;59;2;4;1;2;0.4377792;1400;3
3846131;47;;1;4;1;3;0.6020123;600;1
3846141;27;;1;3;1;4;0.8122855;;3
3846161;70;43;2;3;1;4;0.4157503;1000;2
3846201;58;;1;1;1;1;0.1511861;;0
3846221;68;66;1;5;1;4;0.5077129;900;3
3846231;74;;1;2;1;2;0.769727;1600;0
3846241;38;;2;4;1;3;0.9506413;2000;2
3846261;54;;1;3;1;1;0.7176809;1000;1
3846271;35;;2;2;1;1;0.3390352;;1
3846281;62;59;2;3;1;2;0.7283157;1171;3
3846321;28;33;1;2;1;2;0.7457629;;1
3846391;51;51;2;2;1;5;0.4818273;;3
3846401;34;26;2;4;1;2;0.7427665;;1
3846441;52;51;2;4;1;2;0.5888108;1200;7
3846451;38;44;1;3;1;2;0.0084865;851;2
3846501;18;;;;1;1;0.1634741;;0
3846511;51;49;3;4;1;4;0.0196654;1200;3
3846521;72;71;2;1;1;2;0.5526283;750;2
3846561;55;;3;6;1;3;0.1080178;500;3
3846571;62;;1;1;1;1;0.2787837;;2
3846581;32;35;2;4;1;6;0.8340461;2000;2
3846591;35;34;2;3;1;3;0.9530309;2500;1
3846611;46;47;2;3;1;2;0.8959565;2800;4
3846671;58;52;1;3;1;2;0.8974747;1172;3
3846701;60;41;1;3;1;2;0.1078532;828;2
3846711;38;;2;3;1;3;0.073083;1350;9
3846721;88;;1;1;1;1;0.8906599;1950;0
3846751;75;;2;4;1;1;0.368264;1894;1
3846771;26;;1;2;1;1;0.478383;;1
3846801;65;;1;2;2;1;0.4076948;;4
3846811;48;;1;1;1;1;0.1583746;;1
3846821;24;;2;3;1;1;0.1837819;;1
3846871;69;83;2;3;1;2;0.53047;1000;2
3846881;53;56;2;3;1;6;0.7549685;;2
3846891;29;;2;3;1;1;0.1914502;;1
3846901;41;41;2;5;1;4;0.9778265;1800;2
3846931;52;48;2;4;1;4;0.6973591;2000;1
3846941;26;23;1;1;1;2;0.6792682;;2
3846951;39;;1;2;1;1;0.8390497;1800;1
3846991;79;;1;1;1;1;0.1803025;;1
3847001;76;81;3;3;1;2;0.6817222;2000;3
3847021;35;37;1;3;1;3;0.8501954;2000;5
3847061;33;31;1;2;1;6;0.4583352;;2
3847081;36;;1;1;1;1;0.4040068;;0
3847101;62;62;2;3;1;2;0.9830599;6442;5
3847121;50;50;2;4;1;5;0.0079721;3000;2
3847151;36;;2;4;1;5;0.0676262;;1
3847161;26;21;3;6;2;3;0.5850963;700;1
3847171;55;47;2;4;1;2;0.6280042;1500;2
3847181;55;53;1;4;1;3;0.0922462;2800;2
3847191;20;;1;2;1;1;0.1508591;;0
3847201;38;34;2;3;2;4;0.1555471;;3
3847211;62;49;4;4;1;3;0.9198364;6442;1
3847231;56;48;2;2;1;3;0.0548502;;2
3847241;58;53;1;3;1;3;0.5942771;2500;3
3847411;50;49;1;4;1;3;0.7526631;1200;2
3847451;40;;2;3;1;4;0.6374188;843;3
3847461;51;64;2;3;1;2;0.9297984;3000;2
3847481;48;;1;2;1;2;0.4278793;;1
3847491;62;61;1;3;1;2;0.0894968;1000;1
3847501;55;58;2;3;1;2;0.6674646;1000;2
3847531;55;53;3;4;1;5;0.9678318;3500;4
3847541;57;58;2;4;1;2;0.7304571;1574;1
3847581;73;71;3;3;1;3;0.6137404;3000;2
3847601;48;51;3;5;1;4;0.9047895;3500;4
3847621;64;63;2;3;1;2;0.5751952;1500;3
3847631;59;;1;2;1;1;0.5891599;1000;1
3847641;72;78;2;4;1;2;0.2767722;1200;5
3847651;88;;1;1;1;1;0.1192013;;1
3847661;67;;1;2;1;1;0.071364;;0
3847671;63;;1;2;1;2;0.3093536;;3
3847691;68;68;1;2;1;2;0.6570568;1500;2
3847701;80;;3;3;1;1;0.4926015;1752;1
3847711;57;;1;3;1;1;0.2433159;1000;0
3847721;65;;2;3;1;1;0.7612896;;1
3847731;53;;1;3;1;2;0.6845726;1200;1
3847741;41;33;2;3;1;2;0.894846;2600;2
3847751;51;;1;3;2;1;0.1940247;500;2
3847771;33;32;1;2;1;4;0.8589931;2400;2
3847781;53;;2;3;2;1;0.0003346;1500;2
3847791;53;52;2;2;1;3;0.5564715;1100;2
3847801;45;;2;3;1;1;0.5214707;1400;1
3847833;23;;1;1;1;1;0.6174312;;1
3847871;61;63;3;4;1;2;0.2246141;3000;2
3847893;48;;2;5;1;1;0.2360538;;0
3847941;54;;2;3;1;9;0.339667;2165;2
3847971;32;;1;1;1;1;0.0516478;892;1
3847981;48;61;2;4;1;3;0.6770806;1000;2
3848031;41;;1;2;1;1;0.6946814;2000;1
3848041;54;55;2;2;1;3;0.9185064;2800;2
3848051;50;;4;4;1;3;0.0646993;1294;0
3848061;72;;1;3;2;3;0.2910304;800;2
3848081;35;;1;1;1;1;0.6666659;;1
3848131;75;82;2;2;1;2;0.4911678;1200;1
3848151;21;;1;1;1;2;0.4540986;;2
3848161;34;;1;2;1;1;0.3993584;;1
3848171;34;;1;1;1;3;0.1513532;;1
3848191;36;31;2;4;1;2;0.9602665;2500;3
3848201;42;52;2;3;1;4;0.0761744;2800;2
3848241;71;;2;3;1;2;0.29432;1589;1
3848251;81;;2;3;1;1;0.0267812;1500;1
3848281;54;55;5;6;1;3;0.7728638;2700;1
3848294;34;;2;3;1;1;0.1857013;;1
3848301;49;55;3;4;1;7;0.7505062;2500;1
3848311;20;;1;3;1;3;0.6313295;;1
3848361;49;49;2;3;1;4;0.89933;1300;4
3848371;41;;1;1;1;1;0.3373593;;1
3848381;61;;1;3;1;1;0.3222646;2000;2
3848431;30;;1;2;1;2;0.5080432;;1
3848441;63;;2;3;1;1;0.2285089;1300;0
3848451;22;;;;1;4;0.0877082;;0
3848481;31;;1;2;1;2;0.8065372;;2
3848491;40;;1;1;1;1;0.3467698;;1
3848521;62;;2;3;1;1;0.9790458;1891;2
3848531;50;58;3;5;1;3;0.0375889;2823;2
3848561;33;26;1;2;1;2;0.6266623;450;3
3848571;73;69;1;2;1;2;0.3545546;;0
3848581;46;41;2;4;1;3;0.9525289;2500;2
3848641;76;;1;2;1;1;0.3118719;800;1
3848701;40;;1;2;1;4;0.1888534;;1
3848711;88;77;1;3;1;2;0.4978843;6442;0
3848721;46;44;2;2;2;2;0.8305584;1600;3
3848731;20;;2;3;1;1;0.1407917;;0
3848741;42;43;3;4;1;6;0.8737564;1400;2
3848781;77;83;1;3;1;2;0.4917948;1200;2
3848791;42;41;1;2;2;2;0.8741456;650;2
3848811;47;;2;2;1;2;0.563217;;0
3848831;19;;;;1;1;0.1616781;;0
3848841;48;;2;3;1;3;0.3140828;;2
3848881;24;;2;3;1;4;0.8302423;;3
3848911;78;;2;2;1;1;0.3586352;2100;1
3848981;70;;2;3;1;1;0.3697838;1500;1
3848991;26;;1;1;1;1;0.6686663;;1
3849011;42;;2;4;1;1;0.2897066;1000;0
3849021;33;;1;3;1;1;0.5967612;1500;1
3849051;60;;1;3;1;2;0.2973814;1000;3
3849101;50;50;1;2;2;2;0.3996302;;2
3849111;37;50;1;4;1;5;0.0476447;;2
3849151;50;32;2;5;1;2;0.8296945;1500;1
3849211;54;55;2;4;1;5;0.4600411;1200;2
3849221;41;35;2;3;1;4;0.4179739;1800;2
3849251;60;67;1;1;1;3;0.6850771;1200;3
3849281;71;;2;2;1;1;0.529751;;2
3849291;74;;1;1;2;1;0.2173787;100;1
3849321;67;;1;1;1;1;0.2302716;;2
3849351;23;;1;1;1;1;0.4455776;;1
3849371;81;;3;2;2;1;0.1622166;600;1
3849381;49;;1;2;1;2;0.452416;;2
3849391;64;;1;3;1;2;0.5627165;955;3
3849421;60;61;2;3;1;4;0.5691157;1400;3
3849431;72;74;1;3;1;2;0.5298618;2400;3
3849451;55;;2;2;1;1;0.5672577;;1
3849471;40;;1;1;1;1;0.4830478;;0
3849481;68;68;3;4;1;2;0.4821236;2000;2
3849491;64;;1;3;2;1;0.592356;450;1
3849531;57;;1;3;1;5;0.5071772;;0
3849541;26;25;1;3;1;7;0.5683059;500;2
3849551;63;;1;2;1;1;0.6775067;;4
3849571;54;58;2;3;1;4;0.9990238;2400;2
3849581;53;;1;3;1;4;0.0340503;;1
3849591;41;35;1;3;1;2;0.8490506;800;2
3849643;28;;1;1;1;1;0.5377237;;1
3849681;23;;1;1;1;1;0.3640233;;0
3849701;58;;1;2;1;2;0.3311599;;0
3849721;41;44;1;3;1;6;0.0174064;;1
3849741;29;;1;2;1;3;0.0583927;;0
3849761;35;36;3;5;1;5;0.7277967;1000;4
3849771;55;55;3;5;1;2;0.9766194;3000;1
3849791;64;;2;3;1;1;0.5130623;900;1
3849801;68;;1;3;1;1;0.2762767;1500;2
3849811;43;;1;2;1;1;0.2686536;;1
3849821;26;;1;1;1;1;0.8534998;;1
3849831;54;78;1;4;2;2;0.5750771;550;1
3849861;64;69;3;3;1;2;0.8721722;6442;2
3849881;50;;2;3;1;1;0.8681242;1800;3
3849901;40;;1;3;1;3;0.2314402;915;2
3849911;51;;1;1;1;1;0.149808;;0
3849921;58;69;2;2;1;2;0.2755565;900;1
3849951;53;;1;2;1;1;0.1806727;;1
3849971;49;52;5;5;1;2;0.1111648;6442;2
3849981;70;68;2;3;2;2;0.2523164;1000;2
3849994;22;;;;1;1;0.1035668;;0
3850041;49;;2;3;1;3;0.8067128;1217;2
3850051;28;;1;1;1;2;0.7979728;;2
3850081;66;67;1;2;1;2;0.6745365;1100;2
3850101;45;45;2;3;2;3;0.6813184;1500;4
3850121;55;;2;4;1;2;0.8670301;2800;2
3850141;70;67;1;3;1;2;0.813596;1156;0
3850151;88;;2;3;1;1;0.2692149;1200;1
3850161;88;;1;1;2;1;0.2073491;;0
3850201;24;;1;1;1;1;0.2132325;;0
3850211;61;62;2;4;1;2;0.0913322;;2
3850221;69;56;1;3;1;2;0.5826821;1100;2
3850231;31;38;3;5;1;3;0.8705103;2500;2
3850253;40;;1;2;1;2;0.857207;;2
3850261;61;53;2;4;1;4;0.943832;1500;4
3850291;63;59;2;3;1;5;0.5774209;750;7
3850301;35;;2;4;1;1;0.2312776;1600;1
3850311;52;52;2;3;1;3;0.8577845;1800;3
3850321;81;;1;3;2;1;0.4928245;300;3
3850331;28;30;1;2;2;4;0.3353904;;1
3850341;40;;1;2;1;2;0.3200884;;1
3850351;73;83;2;4;1;2;0.5220635;2000;2
3850361;55;46;4;4;1;4;0.9508806;2500;2
3850421;36;;3;4;1;1;0.1131822;;0
3850431;70;70;2;3;1;2;0.5491888;2600;4
3850441;56;;1;1;1;1;0.4452124;;1
3850451;60;53;2;3;1;2;0.8774644;;5
3850461;34;;2;3;1;1;0.6868871;1600;1
3850471;37;34;2;4;1;5;0.7515827;1600;3
3850511;63;59;2;3;1;2;0.8675619;1500;3
3850521;57;49;1;2;1;3;0.3643027;;2
3850533;20;;2;2;1;1;0.2333862;;0
3850551;54;56;2;3;1;2;0.7032508;1200;1
3850561;54;;2;3;1;3;0.9215461;;2
3850611;29;;1;1;1;1;0.1715677;;1
3850631;23;;2;2;1;1;0.4726273;;1
3850651;60;;1;2;1;1;0.0004378;1691;1
3850661;31;28;1;2;1;2;0.5440293;;1
3850701;82;80;1;1;1;2;0.1212141;782;2
3850711;65;;2;3;1;4;0.230925;543;1
3850731;65;65;1;3;1;2;0.7712759;1317;2
3850741;55;;2;3;1;2;0.8170898;1500;1
3850771;72;71;2;3;1;2;0.4895497;700;2
3850781;50;55;3;3;1;2;0.8378752;2000;7
3850821;44;41;3;4;1;5;0.9581318;2000;3
3850861;54;35;2;4;1;3;0.7445116;2500;4
3850881;27;31;1;2;2;2;0.6434388;550;4
3850911;45;;2;3;1;3;0.8616204;1500;3
3850941;28;;1;2;2;2;0.0891075;;0
3850961;54;;1;1;1;1;0.5025291;;0
3850981;74;74;2;3;1;2;0.2474961;2000;4
3851021;43;46;2;4;1;2;0.996347;2800;1
3851031;41;41;2;3;1;3;0.8544319;1000;2
3851051;49;50;2;3;1;2;0.907339;2000;2
3851071;48;38;2;3;1;3;0.7453932;;2
3851104;47;;2;2;1;2;0.5522208;;1
3851111;71;72;3;3;1;2;0.2489398;2800;2
3851121;27;;1;2;1;2;0.177879;;1
3851161;58;;2;3;1;2;0.7135424;1200;2
3851171;55;;2;4;2;2;0.7597526;1100;1
3851211;88;;1;3;1;1;0.3828949;600;2
3851221;64;68;2;3;1;2;0.8077024;1400;2
3851231;75;74;1;3;1;2;0.5153416;500;2
3851251;52;;1;2;1;2;0.0435305;;1
3851261;48;44;3;4;1;3;0.8099055;3000;3
3851271;71;;1;3;1;1;0.2544234;1333;1
3851281;65;;1;1;1;1;0.3668087;;0
3851291;57;53;3;3;1;2;0.9469845;2000;4
3851301;59;;3;6;1;1;0.650628;2200;1
3851311;70;70;2;3;1;2;0.1435477;1960;3
3851331;51;53;1;3;1;4;0.6129697;850;6
3851341;58;44;2;4;1;2;0.5497975;2673;3
3851361;69;;2;2;1;2;0.3734407;1200;2
3851371;65;63;2;3;1;2;0.4082539;800;7
3851391;21;;1;1;1;1;0.4098496;;1
3851401;79;81;2;4;1;2;0.4617455;1764;3
3851411;80;77;1;3;1;2;0.5651152;800;3
3851431;77;88;1;3;1;2;0.3027763;900;2
3851441;60;51;2;3;1;2;0.5341817;800;1
3851451;23;;1;2;1;1;0.2926124;;2
3851481;54;;1;1;1;2;0.6293614;;1
3851491;73;;1;2;1;1;0.141536;350;0
3851501;82;;1;3;1;2;0.3645638;700;2
3851521;37;36;2;3;1;7;0.8420755;900;3
3851561;50;50;3;3;1;2;0.823855;1600;2
3851571;23;22;1;2;1;2;0.450146;;1
3851581;55;;1;1;1;1;0.2720213;;1
3851611;58;59;2;4;1;2;0.4201661;1600;4
3851631;48;49;1;2;1;2;0.9708274;600;2
3851641;75;88;2;3;1;2;0.2924548;600;1
3851661;77;;1;4;1;2;0.5922072;850;2
3851681;27;;2;2;1;1;0.6592054;2700;0
3851691;61;;1;3;1;2;0.439857;650;2
3851721;49;;1;1;1;1;0.5248676;;1
3851731;77;;2;4;1;2;0.3591862;1350;1
3851741;31;31;2;3;1;4;0.833198;1400;3
3851761;31;;1;1;1;1;0.2126553;;1
3851811;23;24;1;1;1;2;0.5897607;;2
3851821;44;;2;4;1;4;0.73211;1600;2
3851831;27;;1;2;1;4;0.3346703;;0
3851861;45;46;2;3;1;5;0.1977738;800;5
3851891;88;;2;3;1;1;0.2085091;;1
3851903;41;40;2;3;1;5;0.6491895;;3
3851921;21;;;;1;1;0.2448731;;0
3851941;58;62;3;4;1;3;0.7913256;6442;3
3851951;39;;1;2;1;1;0.6899448;2000;1
3852024;17;;1;2;1;1;0.1427064;;1
3852031;72;72;4;5;1;2;0.8038518;2500;1
3852091;73;;1;3;1;1;0.3089584;1014;1
3852121;37;37;1;2;1;4;0.3413375;;0
3852131;71;77;2;3;1;2;0.5347782;;2
3852141;35;;2;3;1;3;0.4474153;;1
3852151;71;71;2;3;1;2;0.7817445;1387;2
3852171;71;;1;1;1;1;0.3877472;1000;1
3852181;39;;1;2;2;2;0.2355968;;3
3852211;57;;1;2;2;2;0.2265685;500;1
3852221;88;;1;2;1;1;0.3039652;600;1
3852231;88;;1;3;1;1;0.3309639;1012;1
3852244;43;43;4;4;1;4;0.9392872;3500;0
3852251;30;;2;2;1;3;0.6358027;;1
3852261;62;55;2;4;2;7;0.5741178;;3
3852271;56;;1;3;1;3;0.5443813;2176;2
3852311;24;;1;1;1;1;0.1598252;;1
3852321;43;45;2;3;1;5;0.8815517;500;2
3852331;70;57;2;3;1;2;0.8746113;1250;2
3852341;30;;3;4;1;1;0.1130277;;0
3852361;61;;2;3;1;1;0.5028144;;1
3852371;56;;2;3;1;3;0.3973339;1500;1
3852391;68;;2;3;1;1;0.4275595;1000;1
3852422;23;;2;3;1;1;0.6662506;;0
3852431;60;;1;2;1;1;0.3284943;;0
3852441;71;;2;2;1;1;0.5216649;680;1
3852454;45;42;1;3;1;4;0.7594393;;2
3852491;61;;1;3;1;1;0.4383941;650;1
3852511;34;;1;4;1;4;0.3804975;;1
3852521;21;;1;2;1;1;0.2971788;;0
3852601;77;;1;4;1;1;0.1227428;2000;0
3852641;41;48;2;4;1;6;0.7496073;1000;4
3852651;37;39;3;3;1;2;0.9943272;6442;3
3852671;80;;1;1;1;1;0.2051172;;0
3852681;36;36;1;3;1;5;0.343736;;2
3852711;78;;2;3;1;1;0.5505094;1108;1
3852721;69;;2;3;1;2;0.2520091;1000;2
3852751;57;51;2;4;1;3;0.9643009;2200;7
3852761;28;;1;1;1;1;0.4026277;;1
3852791;55;;1;1;1;1;0.1561808;;1
3852811;63;61;2;3;1;2;0.8156666;2600;1
3852851;37;;1;1;1;1;0.2991894;;1
3852861;54;55;2;2;1;2;0.978734;2400;0
3852871;37;35;2;4;1;5;0.7171515;1429;2
3852891;88;;2;2;1;1;0.2901083;800;2
3852901;32;;3;4;1;2;0.9128484;1800;2
3852921;35;28;1;3;1;5;0.3277885;;2
3853001;30;;2;3;1;4;0.3999439;;1
3853011;21;;1;2;1;1;0.1708942;;1
3853031;57;;1;3;1;2;0.627826;3500;2
3853051;69;;2;2;1;1;0.1846514;800;1
3853061;40;40;2;3;1;3;0.5570721;2124;3
3853071;38;42;1;2;1;5;0.2880239;;1
3853091;72;;1;1;1;1;0.3607116;;1
3853121;58;58;2;5;1;4;0.6873683;2500;3
3853151;66;;4;5;1;1;0.9459795;2200;3
3853211;37;;2;2;1;2;0.748125;;1
3853221;51;50;2;3;1;3;0.7954879;1600;4
3853241;31;28;3;4;1;3;0.9707053;2300;1
3853261;38;37;1;2;1;4;0.702581;500;2
3853281;59;;2;4;1;2;0.3553825;1200;1
3853291;82;80;1;1;1;2;0.2967178;;0
3853301;52;57;2;3;1;3;0.9404364;;5
